CPR_CODEQUAL,CPR_NATCODE,ID_NATIONALITY,ID_PRODUCTLEVEL,CPR_INDICATOR,CPR_ACTION,DWH_SNAPSHOTTIMESTAMP
2,MYS,122120505,155686966,VSP,N,29MAY2022:08:29:16.053
2,MYS,122120506,155686969,VSP,N,29MAY2022:08:29:16.177
2,MYS,122120507,155686970,VSP,N,29MAY2022:08:29:16.223
2,MYS,122120508,155686971,VSP,N,29MAY2022:08:29:16.240
2,MYS,122120509,155686972,VSP,N,29MAY2022:08:29:16.287
2,MYS,122120510,155686974,VSP,N,29MAY2022:08:29:16.350
2,MYS,122120511,155686976,VSP,N,29MAY2022:08:29:16.393
2,MYS,122120512,155686979,VSP,N,29MAY2022:08:29:16.490
2,MYS,122120513,155686980,VSP,N,29MAY2022:08:29:16.550
2,MYS,122120514,155686982,VSP,N,29MAY2022:08:29:16.630
2,MYS,122120515,155686983,VSP,N,29MAY2022:08:29:16.660
2,MYS,122120516,155686986,VSP,N,29MAY2022:08:29:16.787
2,MYS,122120517,155686987,VSP,N,29MAY2022:08:29:16.817
2,MYS,122120518,155686990,VSP,N,29MAY2022:08:29:16.990
2,MYS,122120519,155686991,VSP,N,29MAY2022:08:29:17.130
2,MYS,122120520,155686994,VSP,N,29MAY2022:08:29:17.430
2,MYS,122120521,155686995,VSP,N,29MAY2022:08:29:17.537
2,MYS,122120522,155686998,VSP,N,29MAY2022:08:29:17.757
2,MYS,122120523,155686999,VSP,N,29MAY2022:08:29:17.787
2,MYS,122120524,155687005,VSP,N,29MAY2022:08:29:17.993
2,MYS,122120525,155687009,VSP,N,29MAY2022:08:29:18.180
2,MYS,122120526,155687010,VSP,N,29MAY2022:08:29:18.227
2,MYS,122120527,155687011,VSP,N,29MAY2022:08:29:18.257
2,MYS,122120528,155687012,VSP,N,29MAY2022:08:29:18.290
2,MYS,122120529,155687013,VSP,N,29MAY2022:08:29:18.337
2,MYS,122120530,155687014,VSP,N,29MAY2022:08:29:18.350
2,IDN,122120531,155687015,VSP,N,29MAY2022:08:29:18.413
2,IDN,122120532,155687016,VSP,N,29MAY2022:08:29:18.447
2,IDN,122120533,155687017,VSP,N,29MAY2022:08:29:18.477
2,IDN,122120534,155687018,VSP,N,29MAY2022:08:29:18.493
2,IDN,122120535,155687019,VSP,N,29MAY2022:08:29:18.523
2,IDN,122120536,155687020,VSP,N,29MAY2022:08:29:18.540
2,IDN,122120537,155687021,VSP,N,29MAY2022:08:29:18.570
2,IDN,122120538,155687022,VSP,N,29MAY2022:08:29:18.600
2,MYS,122120539,155687023,VSP,N,29MAY2022:08:29:18.650
2,MYS,122120540,155687025,VSP,N,29MAY2022:08:29:18.727
2,MYS,122120541,155687027,VSP,N,29MAY2022:08:29:18.820
2,MYS,122120542,155687028,VSP,N,29MAY2022:08:29:18.850
2,MYS,122120543,155687029,VSP,N,29MAY2022:08:29:18.887
2,MYS,122120544,155687030,VSP,N,29MAY2022:08:29:18.933
2,MYS,122120545,155687034,VSP,N,29MAY2022:08:29:19.043
2,MYS,122120546,155687038,VSP,N,29MAY2022:08:29:19.200
2,MYS,122120547,155687040,VSP,N,29MAY2022:08:29:19.260
2,MYS,122120548,155687042,VSP,N,29MAY2022:08:29:19.323
2,MYS,122120549,155687044,VSP,N,29MAY2022:08:29:19.400
2,MYS,122120550,155687045,VSP,N,29MAY2022:08:29:19.430
2,MYS,122120551,155687047,VSP,N,29MAY2022:08:29:19.477
2,MYS,122120552,155687048,VSP,N,29MAY2022:08:29:19.510
2,MYS,122120553,155687057,VSP,N,29MAY2022:08:29:19.820
2,MYS,122120554,155687058,VSP,N,29MAY2022:08:29:19.853
2,MYS,122120555,155687067,VSP,N,29MAY2022:08:29:20.133
2,MYS,122120556,155687069,VSP,N,29MAY2022:08:29:20.197
2,MYS,122120557,155687071,VSP,N,29MAY2022:08:29:20.273
2,MYS,122120558,155687073,VSP,N,29MAY2022:08:29:20.353
2,MYS,122120559,155687074,VSP,N,29MAY2022:08:29:20.387
2,MYS,122120560,155687075,VSP,N,29MAY2022:08:29:20.447
2,MYS,122120561,155687076,VSP,N,29MAY2022:08:29:20.463
2,MYS,122120562,155687077,VSP,N,29MAY2022:08:29:20.500
2,MYS,122120563,155687078,VSP,N,29MAY2022:08:29:20.513
2,MYS,122120564,155687079,VSP,N,29MAY2022:08:29:20.530
2,MYS,122120565,155687080,VSP,N,29MAY2022:08:29:20.703
2,MYS,122120566,155687081,VSP,N,29MAY2022:08:29:20.750
2,MYS,122120567,155687083,VSP,N,29MAY2022:08:29:20.810
2,MYS,122120568,155687084,VSP,N,29MAY2022:08:29:20.843
2,MYS,122120569,155687087,VSP,N,29MAY2022:08:29:20.937
2,MYS,122120570,155687091,VSP,N,29MAY2022:08:29:21.047
2,MYS,122120571,155687092,VSP,N,29MAY2022:08:29:21.077
2,MYS,122120572,155687093,VSP,N,29MAY2022:08:29:21.123
2,MYS,122120573,155687095,VSP,N,29MAY2022:08:29:21.203
2,MYS,122120574,155687096,VSP,N,29MAY2022:08:29:21.250
2,MYS,122120575,155687099,VSP,N,29MAY2022:08:29:21.343
2,MYS,122120576,155687100,VSP,N,29MAY2022:08:29:21.390
2,MYS,122120577,155687103,VSP,N,29MAY2022:08:29:21.467
2,MYS,122120578,155687104,VSP,N,29MAY2022:08:29:21.513
2,MYS,122120579,155687107,VSP,N,29MAY2022:08:29:21.610
2,MYS,122120580,155687108,VSP,N,29MAY2022:08:29:21.657
2,MYS,122120581,155687111,VSP,N,29MAY2022:08:29:21.750
2,MYS,122120582,155687112,VSP,N,29MAY2022:08:29:21.797
2,MYS,122120583,155687115,VSP,N,29MAY2022:08:29:21.907
2,MYS,122120584,155687116,VSP,N,29MAY2022:08:29:21.953
2,MYS,122120585,155687117,VSP,N,29MAY2022:08:29:22.000
2,MYS,122120586,155687118,VSP,N,29MAY2022:08:29:22.030
2,MYS,122120587,155687122,VSP,N,29MAY2022:08:29:22.157
2,MYS,122120588,155687123,VSP,N,29MAY2022:08:29:22.220
2,MYS,122120589,155687132,VSP,N,29MAY2022:08:29:22.450
2,MYS,122120590,155687134,VSP,N,29MAY2022:08:29:22.530
2,MYS,122120591,155687135,VSP,N,29MAY2022:08:29:22.560
2,MYS,122120592,155687136,VSP,N,29MAY2022:08:29:22.607
2,MYS,122120593,155687145,VSP,N,29MAY2022:08:29:22.873
2,MYS,122120594,155687146,VSP,N,29MAY2022:08:29:22.903
2,MYS,122120595,155687149,VSP,N,29MAY2022:08:29:22.983
2,MYS,122120596,155687150,VSP,N,29MAY2022:08:29:23.013
2,MYS,122120597,155687151,VSP,N,29MAY2022:08:29:23.060
2,MYS,122120598,155687152,VSP,N,29MAY2022:08:29:23.110
2,MYS,122120599,155687155,VSP,N,29MAY2022:08:29:23.203
2,MYS,122120600,155687156,VSP,N,29MAY2022:08:29:23.250
2,MYS,122120601,155687159,VSP,N,29MAY2022:08:29:23.343
2,MYS,122120602,155687160,VSP,N,29MAY2022:08:29:23.407
2,MYS,122120603,155687163,VSP,N,29MAY2022:08:29:23.500
2,MYS,122120604,155687164,VSP,N,29MAY2022:08:29:23.530
2,MYS,122120605,155687167,VSP,N,29MAY2022:08:29:23.627
2,MYS,122120606,155687168,VSP,N,29MAY2022:08:29:23.673
2,MYS,122120607,155687169,VSP,N,29MAY2022:08:29:23.720
2,MYS,122120608,155687170,VSP,N,29MAY2022:08:29:23.767
2,MYS,122120609,155687171,VSP,N,29MAY2022:08:29:23.813
2,MYS,122120610,155687172,VSP,N,29MAY2022:08:29:23.860
2,MYS,122120611,155687173,VSP,N,29MAY2022:08:29:23.923
2,MYS,122120612,155687174,VSP,N,29MAY2022:08:29:23.953
2,MYS,122120613,155687175,VSP,N,29MAY2022:08:29:23.983
2,MYS,122120614,155687176,VSP,N,29MAY2022:08:29:24.030
2,MYS,122120615,155687177,VSP,N,29MAY2022:08:29:24.080
2,MYS,122120616,155687178,VSP,N,29MAY2022:08:29:24.110
2,MYS,122120617,155687179,VSP,N,29MAY2022:08:29:24.173
2,MYS,122120618,155687180,VSP,N,29MAY2022:08:29:24.203
2,MYS,122120619,155687181,VSP,N,29MAY2022:08:29:24.250
2,MYS,122120620,155687182,VSP,N,29MAY2022:08:29:24.280
2,MYS,122120621,155687183,VSP,N,29MAY2022:08:29:24.313
2,MYS,122120622,155687184,VSP,N,29MAY2022:08:29:24.377
2,MYS,122120623,155687185,VSP,N,29MAY2022:08:29:24.407
2,MYS,122120624,155687186,VSP,N,29MAY2022:08:29:24.440
2,MYS,122120625,155687187,VSP,N,29MAY2022:08:29:24.470
2,MYS,122120626,155687190,VSP,N,29MAY2022:08:29:24.580
2,MYS,122120627,155687191,VSP,N,29MAY2022:08:29:24.627
2,MYS,122120628,155687192,VSP,N,29MAY2022:08:29:24.657
2,MYS,122120629,155687193,VSP,N,29MAY2022:08:29:24.690
2,MYS,122120630,155687198,VSP,N,29MAY2022:08:29:24.843
2,MYS,122120631,155687201,VSP,N,29MAY2022:08:29:24.923
2,MYS,122120632,155687202,VSP,N,29MAY2022:08:29:24.970
2,MYS,122120633,155687205,VSP,N,29MAY2022:08:29:25.063
2,MYS,122120634,155687206,VSP,N,29MAY2022:08:29:25.093
2,MYS,122120635,155687209,VSP,N,29MAY2022:08:29:25.190
2,MYS,122120636,155687210,VSP,N,29MAY2022:08:29:25.220
2,MYS,122120637,155687213,VSP,N,29MAY2022:08:29:25.330
2,MYS,122120638,155687214,VSP,N,29MAY2022:08:29:25.363
2,MYS,122120639,155687217,VSP,N,29MAY2022:08:29:25.457
2,MYS,122120640,155687218,VSP,N,29MAY2022:08:29:25.487
2,MYS,122120641,155687221,VSP,N,29MAY2022:08:29:25.567
2,MYS,122120642,155687222,VSP,N,29MAY2022:08:29:25.600
2,MYS,122120643,155687224,VSP,N,29MAY2022:08:29:25.693
2,MYS,122120644,155687225,VSP,N,29MAY2022:08:29:25.787
2,MYS,122120645,155687226,VSP,N,29MAY2022:08:29:25.960
2,MYS,122120646,155687227,VSP,N,29MAY2022:08:29:26.147
2,MYS,122120647,155687228,VSP,N,29MAY2022:08:29:26.270
2,MYS,122120648,155687229,VSP,N,29MAY2022:08:29:26.460
2,MYS,122120649,155687230,VSP,N,29MAY2022:08:29:26.617
2,MYS,122120650,155687231,VSP,N,29MAY2022:08:29:26.773
2,MYS,122120651,155687232,VSP,N,29MAY2022:08:29:26.833
2,MYS,122120652,155687233,VSP,N,29MAY2022:08:29:26.850
2,MYS,122120653,155687234,VSP,N,29MAY2022:08:29:26.897
2,MYS,122120654,155687235,VSP,N,29MAY2022:08:29:26.930
2,MYS,122120655,155687236,VSP,N,29MAY2022:08:29:26.977
2,MYS,122120656,155687238,VSP,N,29MAY2022:08:29:27.023
2,MYS,122120657,155687245,VSP,N,29MAY2022:08:29:27.227
2,MYS,122120658,155687248,VSP,N,29MAY2022:08:29:27.303
2,MYS,122120659,155687249,VSP,N,29MAY2022:08:29:27.350
2,MYS,122120660,155687250,VSP,N,29MAY2022:08:29:27.397
2,MYS,122120661,155687251,VSP,N,29MAY2022:08:29:27.443
2,PHL,122120662,155687252,VSP,N,29MAY2022:08:29:27.477
2,MYS,122120663,155687253,VSP,N,29MAY2022:08:29:27.523
2,MYS,122120664,155687255,VSP,N,29MAY2022:08:29:27.570
2,MYS,122120665,155687256,VSP,N,29MAY2022:08:29:27.600
2,MYS,122120666,155687259,VSP,N,29MAY2022:08:29:27.693
2,MYS,122120667,155687261,VSP,N,29MAY2022:08:29:27.757
2,MYS,122120668,155687263,VSP,N,29MAY2022:08:29:27.803
2,MYS,122120669,155687270,VSP,N,29MAY2022:08:29:27.990
2,MYS,122120670,155687271,VSP,N,29MAY2022:08:29:28.023
2,MYS,122120671,155687272,VSP,N,29MAY2022:08:29:28.037
2,MYS,122120672,155687273,VSP,N,29MAY2022:08:29:28.083
2,MYS,122120673,155687274,VSP,N,29MAY2022:08:29:28.130
2,MYS,122120674,155687275,VSP,N,29MAY2022:08:29:28.180
2,MYS,122120675,155687276,VSP,N,29MAY2022:08:29:28.210
2,MYS,122120676,155687278,VSP,N,29MAY2022:08:29:28.287
2,MYS,122120677,155687279,VSP,N,29MAY2022:08:29:28.320
2,MYS,122120678,155687280,VSP,N,29MAY2022:08:29:28.383
2,MYS,122120679,155687283,VSP,N,29MAY2022:08:29:28.460
2,MYS,122120680,155687284,VSP,N,29MAY2022:08:34:05.310
2,MYS,122120681,155687285,VSP,N,29MAY2022:08:34:05.357
2,MYS,122120682,155687286,VSP,N,29MAY2022:08:34:05.420
2,MYS,122120683,155687287,VSP,N,29MAY2022:08:34:05.467
2,MYS,122120684,155687288,VSP,N,29MAY2022:08:34:05.510
2,MYS,122120685,155687289,VSP,N,29MAY2022:08:34:05.543
2,MYS,122120686,155687290,VSP,N,29MAY2022:08:34:05.590
2,MYS,122120687,155687291,VSP,N,29MAY2022:08:34:05.607
2,MYS,122120688,155687292,VSP,N,29MAY2022:08:34:05.637
2,MYS,122120689,155687293,VSP,N,29MAY2022:08:34:05.683
2,MYS,122120690,155687294,VSP,N,29MAY2022:08:34:05.717
2,MYS,122120691,155687296,VSP,N,29MAY2022:08:34:05.793
2,MYS,122120692,155687299,VSP,N,29MAY2022:08:34:05.870
2,MYS,122120693,155687303,VSP,N,29MAY2022:08:34:05.997
2,MYS,122120694,155687305,VSP,N,29MAY2022:08:34:06.060
2,MYS,122120695,155687306,VSP,N,29MAY2022:08:34:06.107
2,MYS,122120696,155687308,VSP,N,29MAY2022:08:34:06.170
2,MYS,122120697,155687310,VSP,N,29MAY2022:08:34:06.247
2,MYS,122120698,155687312,VSP,N,29MAY2022:08:34:06.310
2,MYS,122120699,155687314,VSP,N,29MAY2022:08:34:06.373
2,MYS,122120700,155687316,VSP,N,29MAY2022:08:34:06.450
2,MYS,122120701,155687324,VSP,N,29MAY2022:08:34:06.733
2,MYS,122120702,155687332,VSP,N,29MAY2022:08:34:06.967
2,MYS,122120703,155687340,VSP,N,29MAY2022:08:34:07.280
2,MYS,122120704,155687342,VSP,N,29MAY2022:08:34:07.373
2,MYS,122120705,155687343,VSP,N,29MAY2022:08:34:07.420
2,MYS,122120706,155687344,VSP,N,29MAY2022:08:34:07.450
2,MYS,122120707,155687345,VSP,N,29MAY2022:08:34:07.467
2,MYS,122120708,155687346,VSP,N,29MAY2022:08:34:07.513
2,MYS,122120709,155687347,VSP,N,29MAY2022:08:34:07.530
2,MYS,122120710,155687348,VSP,N,29MAY2022:08:34:07.577
2,MYS,122120711,155687349,VSP,N,29MAY2022:08:34:07.590
2,MYS,122120712,155687350,VSP,N,29MAY2022:08:34:07.623
2,MYS,122120713,155687351,VSP,N,29MAY2022:08:34:07.640
2,MYS,122120714,155687352,VSP,N,29MAY2022:08:34:07.670
2,MYS,122120715,155687353,VSP,N,29MAY2022:08:34:07.700
2,MYS,122120716,155687354,VSP,N,29MAY2022:08:34:07.733
2,MYS,122120717,155687355,VSP,N,29MAY2022:08:34:07.763
2,MYS,122120718,155687356,VSP,N,29MAY2022:08:34:07.780
2,MYS,122120719,155687357,VSP,N,29MAY2022:08:34:07.810
2,MYS,122120720,155687358,VSP,N,29MAY2022:08:34:07.857
2,MYS,122120721,155687359,VSP,N,29MAY2022:08:34:07.873
2,MYS,122120722,155687360,VSP,N,29MAY2022:08:34:07.920
2,MYS,122120723,155687361,VSP,N,29MAY2022:08:34:07.937
2,MYS,122120724,155687362,VSP,N,29MAY2022:08:34:07.983
2,MYS,122120725,155687363,VSP,N,29MAY2022:08:34:08.013
2,MYS,122120726,155687364,VSP,N,29MAY2022:08:34:08.060
2,MYS,122120727,155687365,VSP,N,29MAY2022:08:34:08.073
2,MYS,122120728,155687367,VSP,N,29MAY2022:08:34:08.137
2,MYS,122120729,155687368,VSP,N,29MAY2022:08:34:08.170
2,MYS,122120730,155687370,VSP,N,29MAY2022:08:34:08.340
2,MYS,122120731,155687372,VSP,N,29MAY2022:08:34:08.527
2,MYS,122120732,155687373,VSP,N,29MAY2022:08:34:08.620
2,MYS,122120733,155687374,VSP,N,29MAY2022:08:34:08.653
2,MYS,122120734,155687375,VSP,N,29MAY2022:08:34:08.683
2,MYS,122120735,155687377,VSP,N,29MAY2022:08:34:08.730
2,MYS,122120736,155687378,VSP,N,29MAY2022:08:34:08.793
2,MYS,122120737,155687379,VSP,N,29MAY2022:08:34:08.823
2,MYS,122120738,155687380,VSP,N,29MAY2022:08:34:08.857
2,MYS,122120739,155687382,VSP,N,29MAY2022:08:34:08.933
2,MYS,122120740,155687384,VSP,N,29MAY2022:08:34:09.030
2,MYS,122120741,155687386,VSP,N,29MAY2022:08:34:09.107
2,MYS,122120742,155687388,VSP,N,29MAY2022:08:34:09.170
2,MYS,122120743,155687390,VSP,N,29MAY2022:08:34:09.280
2,SGP,122120744,155687392,VSP,N,29MAY2022:08:34:09.373
2,SGP,122120745,155687393,VSP,N,29MAY2022:08:34:09.403
2,MYS,122120746,155687394,VSP,N,29MAY2022:08:34:09.467
2,MYS,122120747,155687395,VSP,N,29MAY2022:08:34:09.497
2,MYS,122120748,155687396,VSP,N,29MAY2022:08:34:09.530
2,MYS,122120749,155687397,VSP,N,29MAY2022:08:34:09.560
2,MYS,122120750,155687398,VSP,N,29MAY2022:08:34:09.590
2,MYS,122120751,155687399,VSP,N,29MAY2022:08:34:09.623
2,MYS,122120752,155687400,VSP,N,29MAY2022:08:34:09.670
2,MYS,122120753,155687401,VSP,N,29MAY2022:08:34:09.700
2,MYS,122120754,155687402,VSP,N,29MAY2022:08:34:09.747
2,MYS,122120755,155687404,VSP,N,29MAY2022:08:34:09.827
2,MYS,122120756,155687405,VSP,N,29MAY2022:08:34:09.873
2,MYS,122120757,155687409,VSP,N,29MAY2022:08:34:09.967
2,MYS,122120758,155687411,VSP,N,29MAY2022:08:34:10.060
2,MYS,122120759,155687412,VSP,N,29MAY2022:08:34:10.107
2,MYS,122120760,155687414,VSP,N,29MAY2022:08:34:10.187
2,MYS,122120761,155687416,VSP,N,29MAY2022:08:34:10.263
2,MYS,122120762,155687418,VSP,N,29MAY2022:08:34:10.327
2,MYS,122120763,155687420,VSP,N,29MAY2022:08:34:10.390
2,MYS,122120764,155687422,VSP,N,29MAY2022:08:34:10.467
2,MYS,122120765,155687424,VSP,N,29MAY2022:08:34:10.543
2,MYS,122120766,155687426,VSP,N,29MAY2022:08:34:10.623
2,MYS,122120767,155687428,VSP,N,29MAY2022:08:34:10.703
2,MYS,122120768,155687430,VSP,N,29MAY2022:08:34:10.763
2,MYS,122120769,155687432,VSP,N,29MAY2022:08:34:10.890
2,MYS,122120770,155687434,VSP,N,29MAY2022:08:34:11.077
2,MYS,122120771,155687436,VSP,N,29MAY2022:08:34:11.250
2,MYS,122120772,155687438,VSP,N,29MAY2022:08:34:11.373
2,MYS,122120773,155687440,VSP,N,29MAY2022:08:34:11.467
2,MYS,122120774,155687442,VSP,N,29MAY2022:08:34:11.547
2,MYS,122120775,155687444,VSP,N,29MAY2022:08:34:11.610
2,MYS,122120776,155687446,VSP,N,29MAY2022:08:34:11.670
2,MYS,122120777,155687448,VSP,N,29MAY2022:08:34:11.737
2,MYS,122120778,155687450,VSP,N,29MAY2022:08:34:11.783
2,MYS,122120779,155687452,VSP,N,29MAY2022:08:34:11.847
2,MYS,122120780,155687453,VSP,N,29MAY2022:08:34:11.893
2,MYS,122120781,155687454,VSP,N,29MAY2022:08:34:11.923
2,MYS,122120782,155687455,VSP,N,29MAY2022:08:34:11.940
2,AUS,122120783,155687456,VSP,N,29MAY2022:08:34:11.987
2,AUS,122120784,155687457,VSP,N,29MAY2022:08:34:12.020
2,AUS,122120785,155687458,VSP,N,29MAY2022:08:34:12.057
2,AUS,122120786,155687459,VSP,N,29MAY2022:08:34:12.117
2,MYS,122120787,155687460,VSP,N,29MAY2022:08:34:12.150
2,MYS,122120788,155687461,VSP,N,29MAY2022:08:34:12.197
2,MYS,122120789,155687463,VSP,N,29MAY2022:08:34:12.260
2,MYS,122120790,155687464,VSP,N,29MAY2022:08:34:12.307
2,MYS,122120791,155687465,VSP,N,29MAY2022:08:34:12.353
2,MYS,122120792,155687466,VSP,N,29MAY2022:08:34:12.383
2,SGP,122120793,155687467,VSP,N,29MAY2022:08:34:12.430
2,SGP,122120794,155687468,VSP,N,29MAY2022:08:34:12.480
2,MYS,122120795,155687469,VSP,N,29MAY2022:08:34:12.527
2,MYS,122120796,155687471,VSP,N,29MAY2022:08:34:12.590
2,MYS,122120797,155687473,VSP,N,29MAY2022:08:34:12.667
2,MYS,122120798,155687475,VSP,N,29MAY2022:08:34:12.730
2,MYS,122120799,155687477,VSP,N,29MAY2022:08:34:12.793
2,MYS,122120800,155687479,VSP,N,29MAY2022:08:34:12.857
2,MYS,122120801,155687481,VSP,N,29MAY2022:08:34:12.920
2,MYS,122120802,155687484,VSP,N,29MAY2022:08:34:13.013
2,MYS,122120803,155687485,VSP,N,29MAY2022:08:34:13.043
2,MYS,122120804,155687488,VSP,N,29MAY2022:08:34:13.137
2,MYS,122120805,155687490,VSP,N,29MAY2022:08:34:13.217
2,MYS,122120806,155687492,VSP,N,29MAY2022:08:34:13.280
2,MYS,122120807,155687494,VSP,N,29MAY2022:08:34:13.340
2,MYS,122120808,155687499,VSP,N,29MAY2022:08:34:13.670
2,MYS,122120809,155687505,VSP,N,29MAY2022:08:34:13.823
2,MYS,122120810,155687511,VSP,N,29MAY2022:08:34:13.967
2,MYS,122120811,155687517,VSP,N,29MAY2022:08:34:14.103
2,MYS,122120812,155687523,VSP,N,29MAY2022:08:34:14.277
2,MYS,122120813,155687526,VSP,N,29MAY2022:08:34:14.353
2,MYS,122120814,155687528,VSP,N,29MAY2022:08:34:14.417
2,MYS,122120815,155687529,VSP,N,29MAY2022:08:34:14.480
2,MYS,122120816,155687530,VSP,N,29MAY2022:08:34:14.510
2,MYS,122120817,155687531,VSP,N,29MAY2022:08:34:14.540
2,MYS,122120818,155687533,VSP,N,29MAY2022:08:34:14.603
2,MYS,122120819,155687535,VSP,N,29MAY2022:08:34:14.667
2,MYS,122120820,155687537,VSP,N,29MAY2022:08:34:14.730
2,MYS,122120821,155687539,VSP,N,29MAY2022:08:34:14.790
2,MYS,122120822,155687541,VSP,N,29MAY2022:08:34:14.853
2,MYS,122120823,155687544,VSP,N,29MAY2022:08:34:14.933
2,MYS,122120824,155687545,VSP,N,29MAY2022:08:34:14.980
2,MYS,122120825,155687547,VSP,N,29MAY2022:08:34:15.043
2,MYS,122120826,155687549,VSP,N,29MAY2022:08:34:15.107
2,MYS,122120827,155687550,VSP,N,29MAY2022:08:34:15.137
2,MYS,122120828,155687551,VSP,N,29MAY2022:08:34:15.183
2,MYS,122120829,155687554,VSP,N,29MAY2022:08:34:15.293
2,MYS,122120830,155687555,VSP,N,29MAY2022:08:34:15.340
2,MYS,122120831,155687556,VSP,N,29MAY2022:08:34:15.373
2,MYS,122120832,155687557,VSP,N,29MAY2022:08:34:15.403
2,MYS,122120833,155687558,VSP,N,29MAY2022:08:34:15.420
2,MYS,122120834,155687559,VSP,N,29MAY2022:08:34:15.450
2,MYS,122120835,155687560,VSP,N,29MAY2022:08:34:15.480
2,MYS,122120836,155687561,VSP,N,29MAY2022:08:34:15.513
2,MYS,122120837,155687563,VSP,N,29MAY2022:08:34:15.577
2,MYS,122120838,155687565,VSP,N,29MAY2022:08:34:15.637
2,MYS,122120839,155687567,VSP,N,29MAY2022:08:34:15.700
2,MYS,122120840,155687569,VSP,N,29MAY2022:08:34:15.763
2,MYS,122120841,155687571,VSP,N,29MAY2022:08:34:15.827
2,MYS,122120842,155687574,VSP,N,29MAY2022:08:34:15.920
2,MYS,122120843,155687575,VSP,N,29MAY2022:08:34:15.950
2,MYS,122120844,155687576,VSP,N,29MAY2022:08:34:15.980
2,MYS,122120845,155687578,VSP,N,29MAY2022:08:34:16.043
2,MYS,122120846,155687587,VSP,N,29MAY2022:08:34:16.280
2,MYS,122120847,155687590,VSP,N,29MAY2022:08:34:16.357
2,MYS,122120848,155687592,VSP,N,29MAY2022:08:34:16.403
2,MYS,122120849,155687594,VSP,N,29MAY2022:08:34:16.467
2,MYS,122120850,155687596,VSP,N,29MAY2022:08:34:16.530
2,MYS,122120851,155687597,VSP,N,29MAY2022:08:34:16.560
2,MYS,122120852,155687598,VSP,N,29MAY2022:08:34:16.590
2,MYS,122120853,155687599,VSP,N,29MAY2022:08:34:16.637
2,MYS,122120854,155687612,VSP,N,29MAY2022:08:34:16.967
2,MYS,122120855,155687622,VSP,N,29MAY2022:08:34:17.887
2,MYS,122120856,155687624,VSP,N,29MAY2022:08:34:18.280
2,MYS,122120857,155687626,VSP,N,29MAY2022:08:34:18.577
2,MYS,122120858,155687628,VSP,N,29MAY2022:08:34:18.687
2,MYS,122120859,155687630,VSP,N,29MAY2022:08:34:18.747
2,MYS,122120860,155687632,VSP,N,29MAY2022:08:34:18.810
2,MYS,122120861,155687634,VSP,N,29MAY2022:08:34:18.890
2,MYS,122120862,155687636,VSP,N,29MAY2022:08:34:18.950
2,IDN,122120863,155687638,VSP,N,29MAY2022:08:34:19.030
2,MYS,122120864,155687639,VSP,N,29MAY2022:08:34:19.077
2,MYS,122120865,155687641,VSP,N,29MAY2022:08:34:19.123
2,MYS,122120866,155687643,VSP,N,29MAY2022:08:34:19.200
2,MYS,122120867,155687645,VSP,N,29MAY2022:08:34:19.263
2,MYS,122120868,155687647,VSP,N,29MAY2022:08:34:19.343
2,MYS,122120869,155687652,VSP,N,29MAY2022:08:34:19.517
2,MYS,122120870,155687654,VSP,N,29MAY2022:08:34:19.593
2,MYS,122120871,155687656,VSP,N,29MAY2022:08:34:19.673
2,IDN,122120872,155687658,VSP,N,29MAY2022:08:34:19.737
2,IDN,122120873,155687659,VSP,N,29MAY2022:08:34:19.783
2,MYS,122120874,155687660,VSP,N,29MAY2022:08:34:19.830
2,IDN,122120875,155687662,VSP,N,29MAY2022:08:34:19.923
2,IDN,122120876,155687663,VSP,N,29MAY2022:08:34:19.987
2,IDN,122120877,155687664,VSP,N,29MAY2022:08:34:20.017
2,MYS,122120878,155687666,VSP,N,29MAY2022:08:34:20.080
2,MYS,122120879,155687667,VSP,N,29MAY2022:08:34:20.127
2,MYS,122120880,155687670,VSP,N,29MAY2022:08:34:20.203
2,SGP,122120881,155687672,VSP,N,29MAY2022:08:34:20.280
2,SGP,122120882,155687673,VSP,N,29MAY2022:08:34:20.330
2,SGP,122120883,155687674,VSP,N,29MAY2022:08:34:20.390
2,SGP,122120884,155687675,VSP,N,29MAY2022:08:34:20.407
2,MYS,122120885,155687676,VSP,N,29MAY2022:08:34:20.453
2,MYS,122120886,155687678,VSP,N,29MAY2022:08:34:20.517
2,MYS,122120887,155687680,VSP,N,29MAY2022:08:34:20.673
2,MYS,122120888,155687682,VSP,N,29MAY2022:08:34:20.860
2,MYS,122120889,155687683,VSP,N,29MAY2022:08:34:20.907
2,MYS,122120890,155687684,VSP,N,29MAY2022:08:34:20.953
2,MYS,122120891,155687686,VSP,N,29MAY2022:08:34:21.033
2,MYS,122120892,155687688,VSP,N,29MAY2022:08:34:21.097
2,MYS,122120893,155687690,VSP,N,29MAY2022:08:34:21.160
2,MYS,122120894,155687691,VSP,N,29MAY2022:08:34:21.190
2,MYS,122120895,155687694,VSP,N,29MAY2022:08:34:21.283
2,MYS,122120896,155687696,VSP,N,29MAY2022:08:34:21.347
2,MYS,122120897,155687698,VSP,N,29MAY2022:08:34:21.410
2,MYS,122120898,155687700,VSP,N,29MAY2022:08:34:21.487
2,MYS,122120899,155687702,VSP,N,29MAY2022:08:34:21.580
2,MYS,122120900,155687703,VSP,N,29MAY2022:08:34:21.627
2,MYS,122120901,155687704,VSP,N,29MAY2022:08:34:21.660
